english,tamil
"Then they came to know tongues like fire, and they went around, and each one had a tongue on him, and they were all filled with the Holy Ghost and began to speak from the Spirit, just as the tongues were given to them.","அப்புறம் அவங்களுக்குத் தீ மாதிரி நாவுகள் தெரியவந்தது, அது சுத்தி சுத்திப் போச்சு, ஒவ்வொருத்தருக்கும் ஒரு நாவுமே மேல உக்காந்தது, அவங்க எல்லாரும் பரிசுத்த ஆவியால நிரப்பப்பட்டு, ஆவியால இருந்து பேச ஆரம்பிச்சாங்க, அந்த நாவுகள் அவங்களுக்குக் கொடுக்கப்பட்ட மாதிரி."
That group...,அந்த group...
"District Social Welfare Officer, District Collector Office Complex, First Floor, Salem-636.","District Social Welfare Officer, District Collector Office Complex, First Floor, Salem-636-ல இருக்காங்க."
Fenugreek leaf,வெந்தயம் இலை
President Pranab Mukherjee and Prime Minister Narendra Modi condemned the attack.,குடியரசுத் தலைவர் பிரணாப் முகர்ஜி மற்றும் பிரதமர் நரேந்திர மோடி இந்தத் தாக்குதலை கண்டித்துள்ளனர்.
"The man's 17-year-old daughter, and she also took baptism, and she said: The enthusiasm of the young brothers and sisters who have come here is contagious.","அந்த ஆணோட 17 வயசு பொண்ணு, அவங்களும் baptism எடுத்துக்கிட்டாங்க, அவங்க சொன்னாங்க: இங்க வந்திருக்கிற young brothers and sisters-ஓட enthusiasm contagious-ஆ இருக்கு."
They can take action.,அவங்க action எடுக்க முடியும்.
"Sometimes even that accusation comes with a horrible amount of anger, hatred, rage, yelling, abusive speech. Ephesians 4:31.","சில சமயங்கள்ல அந்தக் குற்றச்சாட்டு கூட கொடூரமான கோபம், வெறுப்பு, சீற்றம், கத்தல், abusive speech எல்லாம் சேர்ந்து வரும். எபேசியர் 4: 31."
Who's got the property in the title and possession?,யார possession-லயும் title-லயும் property-ஐ வச்சிருந்தாங்க?
"Due to the coronavirus outbreak, the release date of the film has been postponed.",Coronavirus outbreak-னால படத்தோட release date postpone பண்ணிட்டாங்க.
This proposal got 344 votes against 286 votes.,"இந்த proposal-க்கு 344 votes எதிரா வந்துச்சு, 286 votes சாதிக்குது."
The name of the money is Rs. estimated cost for this project. 600 Crores.,பணத்தோட பெயர் இந்த project-க்கு Rs. estimated cost. 600 கோடி.
His car was hit by a truck.,அவருடைய கார்-ஐ ஒரு truck மோதி விபத்து பண்ணிடுச்சு.
But we won't allow that.,ஆனா நாங்க அத அனுமதிக்க மாட்டோம்.
"As soon as I got back to the crete, I was arrested again, this time for six months to be banish to a small town on the island called Neapolis.","நான் Crete-க்கு திரும்பி வந்த உடனே, மறுபடியும் கைது செய்யப்பட்டேன், இந்த முறை ஆறு மாசம் அந்த தீவுல இருக்குற Neapolis-ங்கற சின்ன town-க்கு banish பண்ணிட்டாங்க."
No decision was taken at the meeting.,மீட்டிங்ல எந்த முடிவும் எடுக்கல.
Rohit Sharma scored 159 runs.,ரோஹித் சர்மா 159 ரன்ஸ்ல out ஆயிட்டாரு.
DMK chief Karunanidhi,தி.மு.க. தலைவர் கருணாநிதி
Mother's work every day.,அன்னைக்கு தினம் வேலை.
But the bypoll was cancelled because they claimed to have paid the voters.,"ஆனா, voters-க்கு பணம் கொடுத்ததா சொல்லி வந்ததால, அந்த bypoll-அ cancel பண்ணிட்டாங்க."
Kajal Aggarwal has said that she is interested in acting in 'Acharya' and has shared a photo with her favorite actor. Can anyone tell me?,"'அச்சாரியா' படத்துல நடிக்க ஆர்வமா இருக்குன்னு காஜல் அகர்வால் சொல்லி, அவங்களுக்குப் பிடிச்ச நடிகரோட photo-யும் share பண்ணிருக்காங்க. யாருன்னு சொல்ல முடியுமா?"
